Name,Rank,Count,X..100K,X..White,X..Black,X..API,X..AIAN,X..2.or.More.Races,X..Hispanic.Origin,Rank.in.2000,Count.in.2000,Change.since.2000,X..Change,Rank.change,Cumulative.proportion...100.000,race
ALDERFER,22131,1168,0.4,96.32,0.68,0.43,0,1.03,1.54,21349,1143,25,2.2%,-782,,white
ALDERMAN,3528,10119,3.43,88.05,7.51,0.5,0.53,1.52,1.88,3359,9734,385,4.0%,-169,,white
ALDERSON,5664,6130,2.08,86.51,8.3,0.57,0.44,1.65,2.53,5438,5884,246,4.2%,-226,,white
ALDERTON,36477,613,0.21,95.76,0,0.82,,(S),2.28,29142,766,-153,-20.0%,-7335,,white
ALDINGER,19966,1343,0.46,96.05,0.52,0.45,0.52,1.34,1.12,18560,1371,-28,-2.0%,-1406,,white
ALDOUS,26747,910,0.31,92.97,,0.88,,3.08,2.86,26493,866,44,5.1%,-254,,white
ALDRED,21707,1199,0.41,87.99,6.51,0.92,0.5,1.5,2.59,20831,1178,21,1.8%,-876,,white
ALDREDGE,32935,696,0.24,79.89,14.22,,,2.87,2.16,27526,824,-128,-15.5%,-5409,,white
ALDRETE,15889,1830,0.62,11.2,,,,0.44,87.98,17996,1430,400,28.0%,2107,,hispanic
ALDRICH,2060,17509,5.94,92.45,1.91,0.75,0.91,1.47,2.51,1939,17017,492,2.9%,-121,,white
ALDRIDGE,1562,23034,7.81,80.09,15.06,0.36,0.63,1.88,1.96,1472,22160,874,3.9%,-90,,white
ALEGRIA,5609,6200,2.1,6.37,0.48,1.31,0.26,0.23,91.35,7013,4406,1794,40.7%,1404,,hispanic
ALEJANDRE,7357,4528,1.54,2.32,,0.77,,0.13,96.64,10043,2960,1568,53.0%,2686,,hispanic
ALEJANDRO,4563,7770,2.63,4.83,0.55,9.55,0.12,0.8,84.16,5468,5847,1923,32.9%,905,,hispanic
ALEJO,5486,6339,2.15,2.74,0.43,11.88,0.38,0.88,83.69,7520,4081,2258,55.3%,2034,,hispanic
ALEJOS,15370,1908,0.65,6.08,0.42,1.21,,(S),91.72,18239,1405,503,35.8%,2869,,hispanic
ALEMAN,1571,22927,7.77,7.83,0.44,0.28,0.08,0.17,91.19,2029,16379,6548,40.0%,458,,hispanic
ALEMANY,36525,612,0.21,16.18,,0.98,,(S),81.86,41657,492,120,24.4%,5132,,hispanic
ALEMAYEHU,29947,784,0.27,1.02,95.41,,,2.17,0.64,61855,303,481,158.7%,31908,,black
ALEMU,23185,1100,0.37,1.73,94.45,,,2.18,1.09,48877,405,695,171.6%,25692,,black
ALEMU,48877,405,0.15,,88.89,,,9.14,,,,,"",,82436.95,black
ALEQUIN,43511,496,0.17,10.08,2.42,1.41,0,0,86.09,50468,389,107,27.5%,6957,,hispanic
ALERS,22436,1147,0.39,20.66,4.62,,,0.52,73.67,25564,907,240,26.5%,3128,,hispanic
ALES,35993,623,0.21,80.74,5.3,,,2.09,11.4,27128,839,-216,-25.7%,-8865,,white
ALESHIRE,17625,1594,0.54,94.54,0.44,,,2.32,2.13,16706,1577,17,1.1%,-919,,white
ALESI,29604,796,0.27,94.72,,,,0.63,3.52,28489,788,8,1.0%,-1115,,white
ALESSANDRINI,41579,523,0.18,90.44,0,,0,(S),8.99,39885,518,5,1.0%,-1694,,white
ALESSANDRO,28065,853,0.29,91.68,0.94,,,1.99,4.69,28489,788,65,8.2%,424,,white
ALESSI,9628,3372,1.14,94.25,0.44,,,0.92,3.97,9013,3334,38,1.1%,-615,,white
ALESSIO,26727,911,0.31,90.89,,0.77,0,(S),7.9,25695,901,10,1.1%,-1032,,white
ALEWINE,18262,1521,0.52,91.58,4.34,0.39,0.46,2.04,1.18,17494,1485,36,2.4%,-768,,white
ALEXA,48196,412,0.15,94.17,2.67,,0,(S),1.7,,,,"",,82333.73,white
ALEXANDRE,7155,4675,1.58,23.53,66.74,0.66,0.17,2.18,6.72,10386,2843,1832,64.4%,3231,,black
ALEXIE,35812,627,0.21,20.41,,,74.64,3.51,0.8,42830,476,151,31.7%,7018,,native
ALEXIS,5070,6915,2.34,13.55,75.72,0.97,1.1,3.08,5.58,6288,4991,1924,38.5%,1218,,black
ALEXOPOULOS,39659,554,0.19,96.21,,,,(S),2.53,43875,463,91,19.7%,4216,,white
ALEY,39352,559,0.19,86.94,2.5,2.15,0,1.25,7.16,33020,654,-95,-14.5%,-6332,,white
ALFANO,7088,4724,1.6,92.74,,0.53,,1.08,5.27,6772,4588,136,3.0%,-316,,white
ALFARO,975,35725,12.11,4.88,0.29,1.28,0.1,0.19,93.26,1346,24108,11617,48.2%,371,,hispanic
ALFEREZ,24288,1033,0.35,2.71,,10.65,0,(S),86.06,34949,611,422,69.1%,10661,,hispanic
ALFIERI,14307,2092,0.71,94.65,,0.43,,1.15,3.39,13567,2053,39,1.9%,-740,,white
ALFONSO,2927,12246,4.15,19.79,1.25,10.44,0.13,0.99,67.39,3404,9632,2614,27.1%,477,,hispanic
ALFONZO,42030,517,0.18,11.03,3.29,5.8,,(S),79.11,38706,537,-20,-3.7%,-3324,,hispanic
ALFREY,22608,1136,0.39,96.3,,,0.44,1.23,1.67,21540,1130,6,0.5%,-1068,,white
ALGARIN,16305,1768,0.6,9.56,1.81,0.79,,(S),87.44,17596,1472,296,20.1%,1291,,hispanic
ALGEO,45403,444,0.16,95.95,0,,,1.13,1.35,,,,"",,81890.48,white
ALGER,5516,6306,2.14,92.67,0.48,1.36,0.79,2.11,2.58,5299,6047,259,4.3%,-217,,white
ALGUIRE,46153,435,0.16,94.25,0,1.61,,(S),2.76,,,,"",,82012.66,white
ALHARBI,38155,581,0.2,77.8,,2.41,0,18.42,,65298,284,297,104.6%,27143,,white
ALIAGA,26362,926,0.31,9.5,,0.76,0,(S),89.52,33248,648,278,42.9%,6886,,hispanic
ALIANO,41799,520,0.18,89.62,,,0,0,9.62,41382,496,24,4.8%,-417,,white
ALIBERTI,36337,616,0.21,97.24,0,,0,(S),2.44,36463,579,37,6.4%,126,,white
ALIC,46944,426,0.16,82.63,2.82,,0,13.85,,,,,"",,82139.04,white
ALIC,35721,629,0.21,94.28,4.29,,,(S),,46944,426,203,47.7%,11223,,white
ALICE,46240,434,0.16,70.97,11.06,3,,(S),12.44,,,,"",,82026.69,white
ALICEA,2917,12287,4.17,7.55,1.45,0.37,0.07,0.31,90.24,3204,10246,2041,19.9%,287,,hispanic
ALICIA,47389,421,0.16,24.23,6.89,1.66,,(S),66.27,,,,"",,82208.98,hispanic
ALIFF,19097,1425,0.48,94.81,0.63,0.7,0.49,1.61,1.75,18034,1426,-1,-0.1%,-1063,,white
ALIG,35582,632,0.21,90.51,,5.06,,1.74,2.06,33830,635,-3,-0.5%,-1752,,white
ALIKHAN,48665,407,0.15,9.34,,70.27,,10.32,5.16,,,,"",,82405.01,asian
ALIKHAN,36838,606,0.21,8.58,4.13,76.07,0,7.43,3.8,48665,407,199,48.9%,11827,,asian
ALIOTO,25020,993,0.34,92.95,0.6,,,2.01,3.63,25006,932,61,6.5%,-14,,white
ALIRE,30390,769,0.26,14.3,0,0.65,2.21,0.65,82.18,30900,711,58,8.2%,510,,hispanic
ALIRES,47575,419,0.16,16.71,,,4.77,2.39,75.66,,,,"",,82237.98,hispanic
ALISON,32123,718,0.24,77.72,9.33,4.46,,(S),5.85,30229,731,-13,-1.8%,-1894,,white
ALKEMA,49869,395,0.15,94.18,,,,1.77,3.04,,,,"",,82584.34,white
ALKHAFAJI,42640,508,0.17,84.06,,1.97,,11.61,1.18,59916,315,193,61.3%,17276,,white
ALKHATIB,29138,813,0.28,80.57,4.8,1.48,0.62,8.36,4.18,41657,492,321,65.2%,12519,,white
ALKINS,48293,411,0.15,66.91,25.3,,,4.62,2.43,,,,"",,82349,white
ALKIRE,11818,2648,0.9,92.56,0.42,0.6,1.62,1.62,3.17,11333,2557,91,3.6%,-485,,white
ALL,29422,803,0.27,84.68,8.34,1.87,,(S),3.49,24350,964,-161,-16.7%,-5072,,white
ALLAH,31033,748,0.25,3.21,83.29,,,3.07,7.49,41130,500,248,49.6%,10097,,black
ALLAIN,13646,2219,0.75,84.86,2.93,1.98,2.16,1.89,6.17,13596,2048,171,8.3%,-50,,white
ALLAIRE,15938,1823,0.62,92.32,,1.26,,2.14,3.35,15627,1717,106,6.2%,-311,,white
ALLAM,35721,629,0.21,67.57,2.07,25.44,,(S),3.5,45651,441,188,42.6%,9930,,white
ALLAM,45651,441,0.16,70.75,,13.83,,9.75,2.95,,,,"",,81931.05,white
ALLAN,3022,11867,4.02,84.46,6.45,2.06,0.75,2.44,3.83,3090,10746,1121,10.4%,68,,white
ALLAR,43438,497,0.17,93.96,,,0,1.41,3.62,41060,501,-4,-0.8%,-2378,,white
ALLARD,3553,10047,3.41,90.96,1.86,0.93,1.94,2.13,2.18,3392,9657,390,4.0%,-161,,white
ALLBEE,25202,983,0.33,96.13,,,0.71,0.61,1.63,24115,976,7,0.7%,-1087,,white
ALLBRIGHT,17958,1556,0.53,90.23,4.56,,,2.25,2.31,17823,1448,108,7.5%,-135,,white
ALLBRITTON,15564,1879,0.64,84.14,11.07,0.32,0.48,1.97,2.02,14724,1850,29,1.6%,-840,,white
ALLCOCK,49671,397,0.15,95.21,1.26,,,1.51,1.51,,,,"",,82555.09,white
ALLCORN,37288,598,0.2,94.15,1.84,,,1.17,1.84,34949,611,-13,-2.1%,-2339,,white
ALLDAY,39281,560,0.19,96.43,,,1.25,(S),0.89,37145,565,-5,-0.9%,-2136,,white
ALLDREDGE,12188,2556,0.87,93,0.39,0.59,0.51,2.35,3.17,12181,2345,211,9.0%,-7,,white
ALLEBACH,48109,413,0.15,98.06,,0,,0,1.21,,,,"",,82320.57,white
ALLEE,11739,2669,0.9,90.56,2.88,0.79,0.3,1.69,3.78,12238,2334,335,14.4%,499,,white
ALLEGRA,39773,552,0.19,94.57,1.45,,,1.63,1.63,38395,542,10,1.8%,-1378,,white
ALLEGRETTI,30165,777,0.26,93.95,,,0,1.29,4.38,29964,739,38,5.1%,-201,,white
ALLEGRETTO,49471,399,0.15,96.49,,0,,2.51,,,,,"",,82525.55,white
ALLEGRO,43732,493,0.17,91.08,,2.64,,(S),4.67,43955,462,31,6.7%,223,,white
ALLEMAN,7690,4318,1.46,94.37,0.79,0.46,0.28,1.64,2.45,7694,3988,330,8.3%,4,,white
ALLEMAND,24305,1032,0.35,90.5,,,0.78,1.65,6.2,24784,943,89,9.4%,479,,white
