node,companyid,l4c,l4c_scaled,gender,ethnicity,age_diff,geo_dist,ivyplus,prior_investments_success,complementarity,exec_age,male_exec,nonwhite_exec,ivyplus_exec,year,comp_lon,comp_lat,neighborhood_edges,no_deals_nh,no_deals_5year_nh,company_state
101785-15F,86438-17,0,0,1,.5,18,0,.5,0,1,0,1,1,1,2011,-122.18385,37.451687,15,6,36,Out of business
101787-49F,114559-48,0,0,1,1,0,218081.67,0,0,0,0,1,0,0,2015,-78.857651,36.051155,4,3,3,Startup
101794-06F,86438-17,0,0,1,.5,18,0,.5,0,1,0,1,0,0,2011,-122.18385,37.451687,15,6,36,Out of business
101794-42F,114567-94,0,0,1,.66666669,3.3333333,551702.44,0,0,0,3.3333333,1,0,1,2018,-122.40793,37.792679,3,3,3,Generating revenue
101822-14F,222347-44,0,0,1,1,2,3443289.8,0,0,0,9,1,0,0,2018,-73.982048,40.739021,45,1,21,Generating revenue
101822-77F,101286-73,118,.48962656,.5,1,4,3658590.5,0,0,.5,0,1,1,0,2015,-77.635201,43.087612,241,20,38,Generating revenue
101844-10F,128372-50,0,0,1,1,4.5,582418.25,0,0,1,3.5,1,1,0,2015,-117.73948,33.659637,13,8,32,Generating revenue
101884-78F,162345-25,0,0,1,1,1,0,0,0,1,0,1,0,0,2007,-106.64792,35.083946,3,1,2,Generating revenue
101884-78F,167986-00,0,0,1,1,5,0,0,0,1,0,1,0,0,2011,-106.64792,35.083946,5,2,6,Exit
101887-12F,88103-98,0,0,1,0,13,296889.97,0,0,0,0,1,1,1,2016,-122.40027,37.798229,24,1,18,Generating revenue
101888-11F,228793-60,6,.20689656,1,.5,3,25104.824,0,0,.5,0,1,0,0,2018,-122.375,37.618999,29,4,10,
101888-83F,228793-60,6,.20689656,1,.5,3,25104.824,0,0,.5,0,1,1,0,2018,-122.375,37.618999,29,4,10,
101954-80F,55706-95,0,0,1,1,5,874342.63,0,0,.33333334,0,1,0,0,2012,-84.428101,33.6367,9,6,24,Startup
101954-80F,59170-69,0,0,1,1,6,330368.78,0,0,1,0,1,0,0,2013,-91.149597,30.533199,10,2,9,Startup
101955-25F,101095-39,3,.033707865,1,1,15,296275.03,1,0,0,0,1,0,1,2015,-71.064079,42.357903,89,8,36,Exit
101955-25F,127754-47,3,.033707865,1,1,15,4157091,1,0,1,0,1,0,1,2015,-122.3957,37.789227,89,16,72,Generating revenue
101955-25F,107992-36,3,.033707865,.75,.75,15,1753598.6,0,0,1,0,1,0,1,2015,-80.290604,25.7932,89,32,144,Out of business
101955-25F,104478-40,3,.033707865,1,1,1,3909208.8,1,0,0,0,1,0,1,2015,-77.221962,38.938663,89,4,6,Exit
101955-25F,102159-19,3,.032967035,1,1,2,551720.06,0,0,.5,0,1,0,1,2016,-118.46531,33.992413,91,2,8,Startup
101959-21F,101095-39,3,.033707865,1,1,15,296275.03,1,0,0,0,1,1,0,2015,-71.064079,42.357903,89,8,36,Exit
101959-21F,127754-47,3,.033707865,1,1,15,4157091,1,0,1,0,1,1,0,2015,-122.3957,37.789227,89,16,72,Generating revenue
101959-21F,107992-36,3,.033707865,.75,.75,15,1753598.6,0,0,1,0,1,1,0,2015,-80.290604,25.7932,89,32,144,Out of business
101959-21F,104478-40,3,.033707865,1,1,1,3909208.8,1,0,0,0,1,1,0,2015,-77.221962,38.938663,89,4,6,Exit
101959-21F,102159-19,3,.032967035,1,1,2,551720.06,0,0,.5,0,1,1,0,2016,-118.46531,33.992413,91,2,8,Startup
101967-58F,180909-73,0,0,1,0,14,43106.332,1,0,1,4,1,1,1,2018,-122.41087,37.772327,23,3,27,Startup
101976-40F,63759-34,3,.10714286,1,1,2,4157729.3,1,0,1,0,0,0,1,2012,-122.39,37.759998,28,7,10,Out of business
101976-40F,149091-85,19,.19191919,1,1,3,557818.63,0,0,0,0,0,0,1,2014,-122.41087,37.772327,99,24,48,Generating revenue
101976-40F,66228-04,19,.19191919,1,0,3,3963779.5,0,0,0,0,0,0,1,2014,-73.996529,40.750744,99,24,48,Startup
101976-40F,113181-22,45,.24456522,1,0,5,543060.88,0,0,0,0,0,0,1,2016,-122.375,37.618999,184,20,66,Generating revenue
101976-40F,145067-68,45,.24456522,1,0,5,178618.31,0,0,0,0,0,0,1,2016,-117.12774,32.742893,184,20,66,Startup
101976-40F,169567-48,45,.24456522,1,0,5,3966814,0,0,.5,0,0,0,1,2016,-73.965286,40.694214,184,40,132,
101976-40F,164033-38,24,.13259669,1,0,6,1556635.6,0,0,1,0,0,0,1,2017,-122.12138,47.677471,181,8,73,Generating revenue
101976-40F,118655-20,6,.04255319,1,0,7,538764.19,1,0,1,0,0,0,1,2018,-122.36332,37.574936,141,4,150,Generating revenue
101992-87F,120307-51,0,0,1,1,11,49433.301,0,0,0,0,1,0,0,2016,-122.12412,37.37714,17,5,16,Startup
102046-06F,180700-66,6,.065217391,0,1,8.25,52074.859,0,0,1,1.75,1,0,0,2018,-122.46167,37.799839,92,8,64,Generating revenue
102059-47F,92383-66,0,0,1,1,3,1839.5781,0,0,1,0,1,0,0,2015,-84.395988,33.761223,3,2,4,Exit
102059-47F,166984-48,0,0,1,.5,3,6477.4282,0,0,1,3,1,0,0,2016,-84.38472,33.830055,5,2,6,Generating revenue
102097-72F,51429-16,0,0,1,1,0,32299.646,0,0,1,0,1,0,0,2008,-105.09953,39.881607,1,1,1,Generating revenue
102124-00F,11819-80,0,0,.66666669,1,4,5584.605,0,0,0,0,1,1,1,2004,-122.01796,37.388939,3,3,3,Out of business
102125-53F,11819-80,0,0,.66666669,1,4,5584.605,0,0,0,0,0,1,0,2004,-122.01796,37.388939,3,3,3,Out of business
102191-77F,114841-90,0,0,1,0,0,4081969.3,1,0,1,0,0,0,1,2011,-74.57753,40.723438,2,2,2,Generating revenue
102195-37F,112780-54,0,0,1,.33333334,14,1130798.9,0,0,1,0,1,0,0,2017,-122.34675,47.63065,10,3,18,Generating revenue
102210-49F,97400-62,0,0,0,1,0,1416900.8,0,0,0,0,1,0,0,2011,-105.30711,38.876896,1,1,1,Out of business
102234-16F,158837-59,0,0,1,.5,1,2966026.8,0,0,1,2,1,0,0,2018,-121.94461,37.41254,9,2,6,Generating revenue
102269-71F,97366-15,0,0,1,1,0,319026.78,0,0,1,0,1,0,0,2012,-81.327477,41.39217,1,1,1,Exit
102280-42F,110950-03,1,.033333335,1,1,10,9908.1416,0,0,0,0,1,0,1,2017,-122.20308,47.61837,30,6,22,Generating revenue
102288-34F,110950-03,1,.033333335,1,1,10,9908.1416,0,0,0,0,1,0,0,2017,-122.20308,47.61837,30,6,22,Generating revenue
102294-55F,124143-31,0,0,1,1,7,48447.734,0,0,0,0,1,0,0,2015,-95.134666,29.539581,18,2,8,Generating revenue
102312-82F,119685-79,0,0,1,.33333334,5,10141.806,0,0,0,0,0,0,0,2016,-122.2144,37.483505,52,9,54,Generating revenue
102312-82F,153354-61,0,0,1,0,6,47160.852,0,0,.5,0,0,0,0,2017,-122.3957,37.789227,64,6,38,Generating revenue
102343-69F,86667-58,0,0,1,1,8,1448331.9,0,0,1,0,1,0,0,2017,-93.285568,44.971764,7,2,10,Generating revenue
102345-85F,86667-58,0,0,1,1,8,1448331.9,0,0,1,0,1,0,1,2017,-93.285568,44.971764,7,2,10,Generating revenue
102382-66F,60205-51,0,0,1,1,8,24930.047,0,0,1,0,1,0,0,2014,-97.757431,30.40617,64,28,64,Generating revenue
102382-66F,113782-69,0,0,1,1,9,1441035.8,0,0,1,0,1,0,0,2015,-95.47644,29.833326,81,9,41,Generating revenue
102382-66F,83038-69,1,.011764706,1,1,10,1272913.1,0,0,1,0,1,0,0,2016,-97.763802,30.344305,85,3,44,Generating revenue
102382-66F,168593-68,1,.011627907,1,0,11,1501456.5,0,0,1,0,1,0,0,2017,-122.40027,37.798229,86,2,45,Generating revenue
102383-20F,60205-51,0,0,1,1,8,24930.047,0,0,1,0,1,0,0,2014,-97.757431,30.40617,64,28,64,Generating revenue
102383-20F,113782-69,0,0,1,1,9,1441035.8,0,0,1,0,1,0,0,2015,-95.47644,29.833326,81,9,41,Generating revenue
102383-20F,83038-69,1,.011764706,1,1,10,1272913.1,0,0,1,0,1,0,0,2016,-97.763802,30.344305,85,3,44,Generating revenue
102383-20F,168593-68,1,.011627907,1,0,11,1501456.5,0,0,1,0,1,0,0,2017,-122.40027,37.798229,86,2,45,Generating revenue
102446-29F,112437-19,802,3.2079999,0,0,6,1249529.6,0,0,1,0,0,0,1,2015,-104.97133,39.731236,250,3,18,Exit
102446-29F,60205-51,599,2.9800994,1,1,8,24930.047,0,0,1,0,0,0,1,2014,-97.757431,30.40617,201,28,64,Generating revenue
102446-29F,113782-69,802,3.2079999,1,1,9,1441035.8,0,0,1,0,0,0,1,2015,-95.47644,29.833326,250,9,41,Generating revenue
102446-29F,83038-69,896,3.4594595,1,1,10,1272913.1,0,0,1,0,0,0,1,2016,-97.763802,30.344305,259,3,44,Generating revenue
102446-29F,168593-68,896,3.5840001,1,0,11,1501456.5,0,0,1,0,0,0,1,2017,-122.40027,37.798229,250,2,45,Generating revenue
102446-29F,65475-37,599,2.9800994,1,1,3,341674.09,0,0,0,0,0,0,1,2014,-84.507736,39.104408,201,30,50,Out of business
102446-29F,112768-57,802,3.2079999,1,.75,4,3273688,0,0,.25,2,0,0,1,2015,-118.16329,34.137856,250,36,136,Generating revenue
102446-29F,104701-51,802,3.2079999,1,1,3.5,3500905.8,0,0,.5,3.5,0,0,1,2015,-122.39577,37.766529,250,18,68,Generating revenue
102446-29F,101095-39,802,3.2079999,1,1,15,296275.03,1,0,0,0,0,0,1,2015,-71.064079,42.357903,250,8,36,Exit
102446-29F,127754-47,802,3.2079999,1,1,15,4157091,1,0,1,0,0,0,1,2015,-122.3957,37.789227,250,16,72,Generating revenue
102446-29F,107992-36,802,3.2079999,.75,.75,15,1753598.6,0,0,1,0,0,0,1,2015,-80.290604,25.7932,250,32,144,Out of business
102470-86F,120245-41,0,0,1,1,5,306182.69,0,0,1,8,1,0,0,2018,-73.990189,40.75951,6,1,7,Startup
102471-67F,120245-41,0,0,1,1,5,306182.69,0,0,1,8,1,0,0,2018,-73.990189,40.75951,6,1,7,Startup
102482-83F,111738-16,0,0,1,.5,3,23384.936,0,0,.5,0,1,0,1,2014,-70.943222,42.569756,2,2,2,Generating revenue
102485-35F,111738-16,0,0,1,.5,3,23384.936,0,0,.5,0,1,1,1,2014,-70.943222,42.569756,2,2,2,Generating revenue
102537-10F,55313-65,0,0,1,1,2,89000.063,0,0,.33333334,0,1,0,0,2012,-86.791206,36.007374,6,9,9,Exit
102562-75F,64184-50,0,0,1,1,2,74552.203,0,0,1,0,1,0,0,2014,-83.650711,40.993263,9,3,9,Exit
102574-00F,61855-66,0,0,1,1,1,260772.36,0,0,1,0,1,0,1,2013,-84.742188,43.828266,7,2,6,Generating revenue
102574-00F,64184-50,0,0,1,1,2,74552.203,0,0,1,0,1,0,1,2014,-83.650711,40.993263,9,3,9,Exit
102579-40F,122104-90,9,.5,1,.5,2,29541.064,0,0,1,0,1,0,0,2015,-122.25855,37.868576,18,4,6,Exit
102580-66F,122104-90,9,.5,1,.5,2,29541.064,0,0,1,0,1,0,0,2015,-122.25855,37.868576,18,4,6,Exit
102581-02F,122104-90,9,.5,1,.5,2,29541.064,0,0,1,0,1,0,0,2015,-122.25855,37.868576,18,4,6,Exit
102581-56F,115473-07,0,0,1,0,3,21138.734,1,0,0,0,1,0,1,2016,-74.005257,40.720665,31,2,10,Generating revenue
102581-56F,53750-17,0,0,1,1,3,4902.0786,0,0,.5,0,1,0,1,2014,-71.064079,42.357903,23,4,8,Out of business
102581-56F,172994-59,0,0,.5,1,7,300494.91,0,0,1,0,1,0,1,2018,-73.7789,40.639801,32,2,10,Generating revenue
102591-37F,179959-15,0,0,.5,0,6,46236.578,0,0,1,0,1,1,1,2017,-122.41087,37.772327,39,8,68,Generating revenue
102596-86F,99028-45,0,0,1,1,4,2701530.3,0,.5,1,0,1,0,0,2015,-117.20722,32.899998,11,6,22,Generating revenue
102596-86F,180920-89,0,0,1,1,7,2220669.3,0,0,0,0,1,0,0,2018,-111.88699,33.606003,14,5,19,Generating revenue
102596-86F,56264-59,0,0,1,1,2,972137.38,0,0,0,5,1,0,0,2018,-77.041946,38.897568,14,10,38,Generating revenue
102597-22F,99028-45,0,0,1,1,4,2701530.3,0,.5,1,0,1,0,0,2015,-117.20722,32.899998,11,6,22,Generating revenue
102597-22F,180920-89,0,0,1,1,7,2220669.3,0,0,0,0,1,0,0,2018,-111.88699,33.606003,14,5,19,Generating revenue
102597-22F,56264-59,0,0,1,1,2,972137.38,0,0,0,5,1,0,0,2018,-77.041946,38.897568,14,10,38,Generating revenue
102598-30F,62300-71,4,.05882353,1,1,9,2646046.5,0,0,.66666669,0,1,1,0,2017,-104.99699,39.751587,68,3,54,Generating revenue
102601-18F,121691-08,0,0,0,0,10,3757574.3,0,0,0,0,1,0,0,2017,-76.574783,39.301159,76,16,51,Generating revenue
102601-18F,54611-56,0,0,1,1,10,1836.9393,0,0,1,0,1,0,0,2017,-122.34675,47.63065,76,16,51,
102601-18F,103227-76,0,0,1,0,11,1112406.1,0,0,1,0,1,0,0,2018,-122.375,37.618999,76,6,55,Generating revenue
102601-45F,121691-08,0,0,0,0,10,3757574.3,0,0,0,0,1,0,0,2017,-76.574783,39.301159,76,16,51,Generating revenue
102601-45F,54611-56,0,0,1,1,10,1836.9393,0,0,1,0,1,0,0,2017,-122.34675,47.63065,76,16,51,
102601-45F,103227-76,0,0,1,0,11,1112406.1,0,0,1,0,1,0,0,2018,-122.375,37.618999,76,6,55,Generating revenue
102602-35F,121691-08,0,0,0,0,10,3757574.3,0,0,0,0,1,0,0,2017,-76.574783,39.301159,76,16,51,Generating revenue
102602-35F,54611-56,0,0,1,1,10,1836.9393,0,0,1,0,1,0,0,2017,-122.34675,47.63065,76,16,51,
102602-35F,103227-76,0,0,1,0,11,1112406.1,0,0,1,0,1,0,0,2018,-122.375,37.618999,76,6,55,Generating revenue
102638-62F,112486-78,0,0,1,1,1,3407835.3,0,0,0,0,1,0,0,2015,-84.317741,34.032532,4,2,3,Generating revenue
102639-16F,224439-40,3,.052631579,1,1,7,11182.708,0,0,0,7,1,0,0,2018,-118.4922,34.014912,57,12,34,Startup
102639-16F,85567-96,3,.052631579,1,1,4,2389147,0,0,0,1,1,0,0,2018,-98.489311,29.425932,57,4,30,Generating revenue
102654-64F,113067-73,0,0,.75,1,1,20872.818,.5,0,.5,1,1,0,0,2016,-73.998337,40.72596,4,4,4,Generating revenue
102657-52F,113482-54,0,0,1,1,7,506395.31,0,0,1,1,1,0,0,2015,-76.59214,39.438965,5,1,4,Out of business
102692-71F,169170-85,0,0,1,1,6,11833.065,0,0,0,8,1,1,0,2017,-86.74176,36.180805,6,2,6,Generating revenue
102709-72F,62009-65,0,0,0,1,1,8870.3418,0,0,0,0,1,1,0,2014,-122.02398,37.378342,3,2,2,Generating revenue
102723-49F,64351-45,0,0,1,1,0,17136.107,0,0,1,0,1,0,0,2015,-85.55574,38.258942,1,1,1,Profitable
102728-26F,112343-68,0,0,1,.66666669,0,0,0,0,0,0,1,0,0,2016,-96.690628,43.546356,3,3,3,Generating revenue
102728-35F,112343-68,0,0,1,.66666669,0,0,0,0,0,0,1,1,0,2016,-96.690628,43.546356,3,3,3,Generating revenue
102728-44F,112343-68,0,0,1,.66666669,0,0,0,0,0,0,1,0,0,2016,-96.690628,43.546356,3,3,3,Generating revenue
102731-86F,108295-03,0,0,1,0,0,3965762.5,0,0,1,4,1,0,1,2017,-74.000122,40.741013,18,2,7,Generating revenue
102764-44F,121411-45,0,0,1,1,19,559615.69,0,0,.66666669,0,1,0,0,2016,-118.40843,33.921314,27,6,45,Startup
102765-61F,113302-18,0,0,1,0,15,1266803,0,0,.75,3,1,0,0,2017,-96.839378,33.143791,52,12,76,Generating revenue
102765-61F,111805-84,0,0,.80000001,.89999998,1,1114.8893,0,0,.40000001,0,1,0,0,2017,-87.6371,41.898582,52,70,80,Generating revenue
102765-61F,185935-42,0,0,1,1,1,506173.72,0,0,0,0,1,0,0,2017,-93.718651,41.674755,52,7,8,Generating revenue
102864-25F,92250-64,0,0,1,1,2,8537.4678,0,0,0,0,1,0,0,2014,-74.002541,40.678799,13,1,7,Generating revenue
102910-78F,104600-98,1,.0090090092,1,0,5,43106.332,0,0,1,0,1,1,1,2015,-122.41087,37.772327,111,5,30,
102910-78F,113181-22,1,.0069444445,1,0,5,543060.88,0,0,0,0,1,1,1,2016,-122.375,37.618999,144,20,66,Generating revenue
102910-78F,145067-68,1,.0069444445,1,0,5,178618.31,0,0,0,0,1,1,1,2016,-117.12774,32.742893,144,20,66,Startup
102910-78F,169567-48,1,.0069444445,1,0,5,3966814,0,0,.5,0,1,1,1,2016,-73.965286,40.694214,144,40,132,
102910-78F,164033-38,3,.020547945,1,0,6,1556635.6,0,0,1,0,1,1,1,2017,-122.12138,47.677471,146,8,73,Generating revenue
102910-78F,118655-20,3,.020408163,1,0,7,538764.19,1,0,1,0,1,1,1,2018,-122.36332,37.574936,147,4,150,Generating revenue
102911-23F,104600-98,1,.0090090092,1,0,5,43106.332,0,0,1,0,1,1,0,2015,-122.41087,37.772327,111,5,30,
102911-23F,113181-22,1,.0069444445,1,0,5,543060.88,0,0,0,0,1,1,0,2016,-122.375,37.618999,144,20,66,Generating revenue
102911-23F,145067-68,1,.0069444445,1,0,5,178618.31,0,0,0,0,1,1,0,2016,-117.12774,32.742893,144,20,66,Startup
102911-23F,169567-48,1,.0069444445,1,0,5,3966814,0,0,.5,0,1,1,0,2016,-73.965286,40.694214,144,40,132,
102911-23F,164033-38,3,.020547945,1,0,6,1556635.6,0,0,1,0,1,1,0,2017,-122.12138,47.677471,146,8,73,Generating revenue
102911-23F,118655-20,3,.020408163,1,0,7,538764.19,1,0,1,0,1,1,0,2018,-122.36332,37.574936,147,4,150,Generating revenue
102918-61F,119458-45,6,.054545455,1,1,10,515326.03,0,0,1,0,1,0,1,2015,-122.15071,37.443687,110,20,102,Exit
102918-61F,148186-27,6,.055045873,1,0,6,543060.88,0,0,1,5,1,0,1,2016,-122.375,37.618999,109,7,51,Generating revenue
102918-61F,178899-04,6,.052173913,1,1,12,543060.88,0,0,0,0,1,0,1,2017,-122.375,37.618999,115,14,106,Startup
102925-63F,84544-03,9,.15000001,.5,.5,9,9810.9189,0,0,0,0,1,0,0,2015,-118.39804,34.03056,60,16,68,Generating revenue
102925-63F,152054-02,12,.21428572,1,1,1,3521.2346,1,0,1,11,1,0,0,2018,-118.4922,34.014912,56,1,4,Generating revenue
102928-06F,84544-03,9,.15000001,.5,.5,9,9810.9189,0,0,0,0,0,0,0,2015,-118.39804,34.03056,60,16,68,Generating revenue
102928-06F,152054-02,12,.21428572,1,1,1,3521.2346,1,0,1,11,0,0,0,2018,-118.4922,34.014912,56,1,4,Generating revenue
102931-93F,115252-57,0,0,1,1,6,495459.44,0,0,0,0,1,0,0,2016,-118.47432,34.026958,60,10,36,Out of business
102931-93F,119320-39,0,0,1,1,6,15925.178,0,0,0,0,1,0,0,2016,-122.2144,37.483505,60,10,36,Generating revenue
102931-93F,111651-58,0,0,0,1,6,51648.492,1,0,1,0,1,0,0,2016,-122.41087,37.772327,60,10,36,Generating revenue
102931-93F,124477-93,0,0,1,1,7,52472.965,1,0,1,0,1,0,0,2017,-122.3957,37.789227,75,15,51,Generating revenue
102931-93F,168659-83,0,0,1,.5,6,36556.105,0,0,0,1,1,0,0,2017,-122.375,37.618999,75,30,102,Generating revenue
102935-89F,60653-53,0,0,1,1,3,1813133.1,0,0,0,0,1,0,0,2013,-93.27137,44.984615,12,3,7,Exit
102955-33F,115262-83,0,0,1,.5,2,47415.68,0,0,.5,0,1,1,0,2014,-111.978,40.788399,19,14,24,Out of business
102955-33F,54592-57,0,0,1,1,2,523980.22,0,0,1,0,1,1,0,2014,-116.36346,43.705551,19,7,12,Not profitable
102955-33F,99653-95,0,0,1,1,2,22640.654,0,0,1,0,1,1,0,2014,-111.6491,40.280453,19,7,12,Generating revenue
102955-33F,115263-19,0,0,1,1,3,26092.02,0,0,1,0,1,1,0,2015,-111.64439,40.226303,24,7,19,Generating revenue
102966-22F,64801-18,0,0,.33333334,1,0,0,0,0,1,0,0,0,0,2014,-121.9215,37.68018,3,3,3,Generating revenue
102967-48F,64801-18,0,0,.33333334,1,0,0,0,0,1,0,1,0,0,2014,-121.9215,37.68018,3,3,3,Generating revenue
102968-47F,64801-18,0,0,.33333334,1,0,0,0,0,1,0,1,0,0,2014,-121.9215,37.68018,3,3,3,Generating revenue
102988-27F,115263-19,0,0,1,1,3,26092.02,0,0,1,0,1,0,0,2015,-111.64439,40.226303,24,7,19,Generating revenue
103027-33F,119458-45,1,.0057471264,1,1,10,515326.03,0,0,1,0,1,0,0,2015,-122.15071,37.443687,174,20,102,Exit
103027-33F,148186-27,0,0,1,0,6,543060.88,0,0,1,5,1,0,0,2016,-122.375,37.618999,166,7,51,Generating revenue
103027-33F,178899-04,0,0,1,1,12,543060.88,0,0,0,0,1,0,0,2017,-122.375,37.618999,172,14,106,Startup
103034-17F,94077-10,0,0,1,1,0,3864337.5,0,0,0,0,1,0,0,2010,-74.649223,40.357437,1,1,1,Generating revenue
103083-85F,169480-18,6,.27272728,0,1,15,9815.1543,0,0,1,4,0,0,1,2017,-71.413063,41.820801,22,2,5,
103096-00F,60171-13,1,.0070422534,1,.33333334,7,556454.44,.66666669,0,1,0,1,0,0,2017,-122.39577,37.766529,142,3,111,Generating revenue
103096-00F,179335-18,1,.00729927,1,.5,5,534729.38,0,0,0,2,1,0,0,2016,-118.16329,34.137856,137,4,30,Not profitable
103116-34F,112075-12,0,0,1,1,3,1099462,0,0,0,6,1,0,0,2017,-74.622528,40.588097,3,2,3,Generating revenue
103127-50F,58493-80,0,0,.66666669,1,7,954.75934,0,0,.33333334,0,1,0,1,2016,-77.030884,38.904461,4,3,6,Generating revenue
103127-50F,172398-70,0,0,1,1,9,1965407,0,0,0,0,1,0,1,2018,-95.399231,29.752527,4,1,2,Generating revenue
103180-06F,115367-41,0,0,1,.5,11,4159407.8,0,0,1,4,1,0,1,2019,-73.7789,40.639801,7,2,14,Generating revenue
103210-66F,111650-68,9,.29032257,1,.66666669,9,1998048.8,0,0,1,0,1,0,0,2018,-97.669899,30.1945,31,3,36,Generating revenue
103211-65F,111650-68,9,.29032257,1,.66666669,9,1998048.8,0,0,1,0,0,0,1,2018,-97.669899,30.1945,31,3,36,Generating revenue
103246-12F,115400-62,0,0,0,0,0,301951.09,0,0,1,0,1,1,0,2017,-71.250542,42.54805,4,2,2,Generating revenue
103254-49F,98346-16,0,0,.33333334,1,0,5159.188,1,0,.33333334,0,0,0,1,2015,-71.067741,42.361794,3,3,3,Generating revenue
103264-39F,110691-55,0,0,0,1,8,24787.656,0,0,.66666669,1,1,0,1,2017,-122.37468,47.667469,5,3,9,Generating revenue
103270-06F,111322-00,0,0,0,1,7,11770.522,0,0,1,0,0,0,0,2015,-96.837509,32.961288,1,1,1,Generating revenue
103290-13F,122289-40,3,.15000001,1,.75,5,1286125.6,.75,0,.5,0,1,1,0,2017,-77.512939,38.790203,20,12,36,Generating revenue
103291-48F,122289-40,3,.15000001,1,.75,5,1286125.6,.75,0,.5,0,1,0,0,2017,-77.512939,38.790203,20,12,36,Generating revenue
103292-74F,122289-40,3,.15000001,1,.75,5,1286125.6,.75,0,.5,0,1,0,0,2017,-77.512939,38.790203,20,12,36,Generating revenue
103309-57F,111168-19,0,0,1,.5,11,657527.5,0,0,1,0,1,1,0,2016,-77.346901,38.934708,12,2,26,Generating revenue
103312-18F,111168-19,0,0,1,.5,11,657527.5,0,0,1,0,1,0,0,2016,-77.346901,38.934708,12,2,26,Generating revenue
103329-55F,111099-07,0,0,0,1,0,2514997,1,0,1,0,0,0,1,2018,-97.084976,32.93195,1,1,1,Generating revenue
103356-82F,58613-86,42,.36521739,1,0,7,12735.204,0,0,1,0,1,0,1,2013,-122.39348,37.732796,115,9,13,
103356-82F,158085-28,139,.68811882,0,0,17,4322971.5,0,0,0,0,1,0,1,2015,-121.9679,37.527237,202,6,16,Generating revenue
103356-82F,108328-96,139,.70202023,0,1,12,3314478.3,0,0,0,7,1,0,1,2017,-83.726707,42.232807,198,3,12,Generating revenue
103356-82F,56845-72,42,.36521739,1,1,3,2346600.3,0,0,0,0,1,0,1,2013,-122.07846,37.389488,115,16,21,Exit
103392-82F,115458-40,0,0,1,1,6,334018.94,0,0,1,0,1,0,0,2015,-77.15284,38.757923,8,2,3,Generating revenue
103404-88F,227242-81,0,0,1,.5,16,2151625,0,0,.5,0,1,1,0,2018,-118.35868,33.955914,6,2,10,Generating revenue
103405-33F,162106-84,0,0,0,1,2,832383.13,0,0,0,4,0,0,0,2017,-83.485603,42.370838,3,1,3,Generating revenue
103415-95F,111026-08,0,0,1,1,5,8547.4873,0,0,0,0,1,0,0,2019,-117.534,47.6199,4,2,6,Generating revenue
103420-27F,58279-06,0,0,.5,1,1,4144725.3,0,0,1,0,0,1,0,2018,-122.12412,37.37714,3,2,4,Generating revenue
103420-36F,58279-06,0,0,.5,1,1,4144725.3,0,0,1,0,1,1,0,2018,-122.12412,37.37714,3,2,4,Generating revenue
103454-47F,54994-87,10,.074626863,1,1,11,232119.45,0,0,1,0,1,0,0,2014,-122.68458,45.528889,134,5,16,Generating revenue
103454-47F,58921-48,28,.21374045,.66666669,1,12,404644.81,0,0,1,2,1,0,0,2017,-123.12203,44.004395,131,9,57,Generating revenue
103459-15F,110950-03,0,0,1,1,10,9908.1416,0,0,0,0,1,0,0,2017,-122.20308,47.61837,28,6,22,Generating revenue
103481-38F,115473-07,0,0,1,0,3,21138.734,1,0,0,0,1,0,1,2016,-74.005257,40.720665,23,2,10,Generating revenue
103548-88F,115530-13,0,0,1,1,3,761583.13,0,0,1,0,1,0,0,2016,-82.925888,40.002514,1,1,1,Exit
103666-42F,101545-93,0,0,.5,1,8,321569.13,0,0,.5,0,1,0,0,2017,-74.195068,40.738503,9,2,8,Not profitable
103675-24F,115608-97,0,0,1,.66666669,0,4111654,0,0,1,0,1,0,0,2017,-122.07461,37.406792,3,3,3,Generating revenue
103676-23F,112437-19,702,3.9886363,0,0,6,1249529.6,0,0,1,0,1,0,0,2015,-104.97133,39.731236,176,3,18,Exit
103676-23F,113782-69,702,3.9886363,1,1,9,1441035.8,0,0,1,0,1,0,0,2015,-95.47644,29.833326,176,9,41,Generating revenue
103676-23F,83038-69,796,4.2340426,1,1,10,1272913.1,0,0,1,0,1,0,0,2016,-97.763802,30.344305,188,3,44,Generating revenue
103676-23F,168593-68,796,4.3027029,1,0,11,1501456.5,0,0,1,0,1,0,0,2017,-122.40027,37.798229,185,2,45,Generating revenue
103676-23F,65475-37,210,2.7631578,1,1,3,341674.09,0,0,0,0,1,0,0,2014,-84.507736,39.104408,76,30,50,Out of business
103676-23F,112768-57,702,3.9886363,1,.75,4,3273688,0,0,.25,2,1,0,0,2015,-118.16329,34.137856,176,36,136,Generating revenue
103676-23F,104701-51,702,3.9886363,1,1,3.5,3500905.8,0,0,.5,3.5,1,0,0,2015,-122.39577,37.766529,176,18,68,Generating revenue
103676-23F,171470-08,796,4.2340426,1,1,3,1667073.8,0,0,0,0,1,0,0,2016,-77.545868,43.142258,188,2,5,Generating revenue
103677-85F,113181-22,15,.065502182,1,0,5,543060.88,0,0,0,0,1,0,0,2016,-122.375,37.618999,229,20,66,Generating revenue
103677-85F,145067-68,15,.065502182,1,0,5,178618.31,0,0,0,0,1,0,0,2016,-117.12774,32.742893,229,20,66,Startup
103677-85F,169567-48,15,.065502182,1,0,5,3966814,0,0,.5,0,1,0,0,2016,-73.965286,40.694214,229,40,132,
