q326,q327,q328,q329,q330,q331,q332,q333,q334,q335,q336,q395,q396,q397,q398,q399,q400,q401,q402,q403,q404,q405,q406,q407,q408,F_GT_UGA,F_GT,F_UGA,F_ONLY
4,0,Sports,3,1,0,0,0,0,1,0,Prefer not to answer,Prefer not to answer,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,"$150k-$249,999",30087,1,0,0,0
3,0,Sports,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,$250k or more,30308,0,0,0,1
0,,Fighting,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,,,,,Eastern Indian,,,Yes,Yes,$250k or more,30319,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,$250k or more,30005,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
1,1,Other,1,0,0,0,0,0,0,0,Female,45-54,Some college,,,African American,,,,,Yes,Yes,"$100k-$149,999",30273,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",31210,0,0,1,0
0,,,3,0,0,0,0,0,0,0,Male,45-54,Technical degree,,,African American,,,,,Yes,No,"$150k-$249,999",30039,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Advanced or professional degree,,,African American,,,,,No,No,Prefer not to answer,30324,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,5,4,0,0,0,0,1,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,,1,1,0,0,0,0,0,0,Prefer not to answer,45-54,Advanced or professional degree,,,African American,,,,,No,No,"$100k-$149,999",30213,1,0,0,0
0,,Other,5,4,0,0,0,1,1,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30082,1,0,0,0
4,1,First-person shooters,3,3,1,1,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30701,0,0,1,0
0,,Other,1,,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30214,0,0,1,0
3,0,Other,3,1,0,0,0,0,1,0,Male,65+,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,$250k or more,30075,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
2,0,Sports,1,1,0,0,0,0,1,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$25k-$49,999",30548,1,0,0,0
0,,Other,,0,0,0,0,0,0,0,Male,Prefer not to answer,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,Prefer not to answer,30248,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
1,1,Sports,1,0,0,0,0,0,0,0,Male,45-54,High school diploma,,,African American,,,,,Yes,No,"$100k-$149,999",30906,0,0,1,0
0,,,,5,1,0,0,0,1,0,Male,45-54,Some college,White,,,,,,,Yes,No,$250k or more,,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30328,0,0,1,0
0,,,,0,0,0,0,0,0,0,Male,45-54,High school diploma,White,,,,,,,Yes,No,$250k or more,30024,1,0,0,0
0,,Sports,3,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,No,No,"$75k-$99,999",30312,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Male,45-54,High school diploma,White,,,,,,,No,No,Prefer not to answer,30228,0,0,1,0
0,,First-person shooters,4,0,0,0,0,0,0,0,Male,45-54,Some college,,,African American,,,,,No,No,"$50k-$74,999",30121,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
4,1,First-person shooters,4,1,1,0,0,0,1,0,Male,35-44,High school diploma,White,,,,,,,Yes,Yes,"$75k-$99,999",30016,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,65+,Some college,,,African American,,,,,Yes,No,"$100k-$149,999",30349,1,0,0,0
2,1,Sports,1,0,0,0,0,0,0,0,Male,45-54,Some college,,,,,,Other,,No,Yes,"$100k-$149,999",30906,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,No,No,Prefer not to answer,30134,1,0,0,0
6,3,Role playing game,1,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30068,1,0,0,0
1,2,Other,5,4,1,1,1,1,1,1,Male,Under 25,Less than a high school diploma,,,African American,,,,,Yes,Yes,"$50k-$74,999",,0,0,1,0
0,,,5,4,0,0,0,0,1,0,Male,45-54,Some college,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,No,Prefer not to answer,30004,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30188,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,Prefer not to answer,30080,1,0,0,0
0,,,5,6,0,0,0,1,0,0,Female,55-64,High school diploma,White,,,,,,,No,No,"$25k-$49,999",30273,1,0,0,0
0,,,5,0,0,0,0,0,0,0,Male,65+,Bachelors degree,,,African American,,,,,Yes,No,Prefer not to answer,30087,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Some college,,,African American,,,,,No,No,Prefer not to answer,31210,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,,,2,0,0,0,0,1,0,Female,55-64,Bachelors degree,,,African American,,,,,Yes,No,"$100k-$149,999",30290,0,0,0,1
1,0,Sports,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,,,African American,,,,,Yes,Yes,"$100k-$149,999",30088,1,0,0,0
1,1,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30736,0,0,0,1
0,,,3,3,1,0,0,0,1,0,Male,55-64,Some college,,,African American,,,,,Yes,No,"$150k-$249,999",30127,0,1,0,0
4,1,Other,1,1,0,0,0,1,0,0,Female,55-64,Some college,,,African American,,,,,No,No,"$50k-$74,999",31907,1,0,0,0
0,,,1,2,0,0,0,1,1,0,Female,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30024,0,0,1,0
0,,Other,,1,0,0,0,0,1,0,Male,55-64,Advanced or professional degree,,,African American,,,,,Yes,No,"$150k-$249,999",30008,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Technical degree,,,African American,,,,,,,,,1,0,0,0
3,1,Real-time strategy,2,0,0,0,0,0,0,0,Female,45-54,Some college,,,African American,,,,,Yes,Yes,"$100k-$149,999",31210,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,45-54,High school diploma,,,African American,,,,,Yes,Yes,"$50k-$74,999",30253,0,0,1,0
0,,Sports,1,1,0,0,0,0,1,0,Male,45-54,High school diploma,White,,,,,,,Yes,No,$250k or more,30014,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,,,African American,,,,,Yes,Yes,"$150k-$249,999",30047,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30313,0,0,0,1
3,0,Other,,0,0,0,0,0,0,0,Female,Prefer not to answer,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,No,No,Prefer not to answer,30281,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,65+,Advanced or professional degree,,,African American,,,,,No,No,"$75k-$99,999",30035,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,55-64,High school diploma,,,African American,,,,,No,No,"$50k-$74,999",30127,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,,,African American,,,,,Yes,No,Prefer not to answer,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,4,2,1,1,0,0,0,1,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30324,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,$250k or more,30313,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,,0,0,0,0,0,0,0,Male,45-54,Technical degree,,,African American,,,,,Yes,No,Prefer not to answer,30214,0,0,0,0
0,,,4,1,0,0,0,1,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30103,0,0,0,0
0,,,1,,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30075,1,0,0,0
0,,,,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,,0,0,1,0
2,1,Sports,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,,,African American,,,,,No,No,"$75k-$99,999",30269,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30132,0,0,1,0
0,,Other,3,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30004,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Male,65+,Bachelors degree,,,African American,,,,,No,No,Prefer not to answer,30087,0,0,1,0
0,,,,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30075,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,White,,,,,,,Yes,No,"$75k-$99,999",30024,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,,,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30084,0,1,0,0
0,,,3,1,0,0,0,0,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30075,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,Other,2,1,0,0,0,0,1,0,Male,55-64,Advanced or professional degree,,,African American,,,,,Yes,No,"$150k-$249,999",30092,1,0,0,0
0,,,,0,0,0,0,0,0,0,Male,45-54,Some college,White,,,,,,,Yes,Yes,"$150k-$249,999",31024,1,0,0,0
0,,,3,0,0,0,0,0,0,0,Male,55-64,Some college,White,,,,,,,No,No,Prefer not to answer,31204,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30066,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
1,3,Racing,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30002,0,0,1,0
5,1,Other,2,0,0,0,0,0,0,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$75k-$99,999",30062,1,0,0,0
1,1,Sports,2,1,1,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30328,1,0,0,0
0,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,5,5,0,0,0,0,1,0,Male,45-54,Advanced or professional degree,,,African American,,,,,Yes,No,"$150k-$249,999",30038,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Some college,White,,,,,,,Yes,No,"$150k-$249,999",30518,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,High school diploma,White,,,,,,,No,Yes,"$150k-$249,999",30132,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,,,African American,,,,,No,No,"$100k-$149,999",30080,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,Yes,Yes,"$75k-$99,999",30680,1,0,0,0
0,,Other,1,6,0,0,0,0,1,0,Male,45-54,Bachelors degree,,,African American,,,,,Yes,No,Prefer not to answer,30135,1,0,0,0
2,0,Sports,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,,,African American,,,,,Yes,No,Prefer not to answer,30311,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,5,4,0,0,0,0,1,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30067,1,0,0,0
3,1,First-person shooters,,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30068,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Some college,White,,,,,,,Yes,No,"$150k-$249,999",30260,0,0,1,0
3,1,Role playing game,1,0,0,0,0,0,0,0,Female,35-44,Some college,White,,,,,,,Yes,Yes,"$75k-$99,999",30144,0,1,0,0
1,0,Sports,3,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30215,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,African American,,,,,Prefer not to answer,Yes,"$75k-$99,999",30310,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
3,2,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30265,0,0,0,1
0,,,5,4,0,0,0,0,1,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,,0,1,0,0
3,3,Sports,3,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,"$150k-$249,999",30067,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Some college,White,,,,,,,Yes,No,"$150k-$249,999",30017,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Some college,,,African American,,,,,No,No,"$50k-$74,999",30034,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,,,African American,,,,,Yes,No,Prefer not to answer,31907,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Some college,,,African American,,,,,Yes,No,"$25k-$49,999",30213,0,0,0,1
0,,Sports,2,1,0,0,0,0,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30004,0,0,1,0
0,,,4,1,1,0,0,1,1,0,Female,45-54,Advanced or professional degree,,,African American,,,,,No,Yes,"$100k-$149,999",30311,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,5,Racing,3,1,0,0,0,0,1,0,Female,45-54,Some college,,,African American,,,,,No,Yes,"$100k-$149,999",30349,1,0,0,0
4,2,First-person shooters,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,,,,Asian,,,,No,No,"$100k-$149,999",30032,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
2,3,Sports,3,1,1,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30341,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,,,African American,,,,,Yes,Yes,"$150k-$249,999",30024,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,High school diploma,White,,,,,,,Yes,No,"$150k-$249,999",,1,0,0,0
0,,,5,4,0,0,0,0,0,0,Male,55-64,High school diploma,White,,,,,,,No,No,"$25k-$49,999",31211,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
1,0,Racing,5,4,0,0,0,0,1,0,Female,35-44,Bachelors degree,,,,,,Other,,No,No,"$75k-$99,999",30088,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,,,African American,,,,,Yes,No,Prefer not to answer,30213,1,0,0,0
2,0,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,,,African American,,,,,No,Yes,"$25k-$49,999",30331,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
4,1,Sports,5,4,1,1,0,1,0,0,Female,45-54,Bachelors degree,,,African American,,,,,No,No,"$50k-$74,999",30132,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,5,4,0,0,0,0,1,0,Male,65+,Bachelors degree,,,African American,,,,,Yes,Yes,Prefer not to answer,30344,1,0,0,0
,1,Sports,5,4,0,0,0,0,1,0,Male,45-54,High school diploma,,,African American,,,,,No,Yes,"$25k-$49,999",30034,1,0,0,0
0,,,,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,,,African American,,,,,No,No,"$75k-$99,999",30331,1,0,0,0
0,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Role playing game,1,0,0,0,0,0,0,0,Female,45-54,Technical degree,,,African American,,,,,No,No,"$50k-$74,999",30349,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
2,1,Sports,1,1,1,0,0,0,0,0,Female,55-64,Technical degree,,,African American,,,,,No,Yes,Less than $25k,30088,1,0,0,0
1,0,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,,,,Asian,,,,Yes,Yes,$250k or more,30068,0,1,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,,,African American,,Eastern Indian,,,No,No,"$150k-$249,999",30296,0,0,0,1
5,0,Other,1,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30571,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30342,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,High school diploma,,,African American,,,,,Yes,No,"$150k-$249,999",30045,1,0,0,0
3,1,Sports,3,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,"$75k-$99,999",,0,0,1,0
1,0,Sports,4,4,0,0,0,0,1,0,Prefer not to answer,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30214,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,65+,Advanced or professional degree,,,African American,,,,,Yes,No,"$75k-$99,999",30134,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
5,3,Real-time strategy,2,1,0,0,0,0,1,0,Female,Prefer not to answer,Advanced or professional degree,,,African American,,,,,No,No,Prefer not to answer,30315,0,0,1,0
0,,,4,5,0,0,0,0,1,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30319,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,White,,,,,,,No,No,Prefer not to answer,30318,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Some college,,,,,,,Exclusive / Prefer not to answer,No,No,Prefer not to answer,30047,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
1,1,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,No,No,"$25k-$49,999",30224,0,0,0,1
0,,Other,4,6,1,0,0,0,1,0,Female,35-44,Bachelors degree,,Hispanic,African American,,,,,No,No,"$75k-$99,999",30035,1,0,0,0
0,,,,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,African American,,,,,No,Yes,"$50k-$74,999",,1,0,0,0
1,0,Other,2,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,,African American,,,,,Yes,No,$250k or more,30309,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,,,African American,,,,,No,No,Prefer not to answer,30207,1,0,0,0
0,,,,,0,0,0,0,0,0,Male,65+,Advanced or professional degree,,,African American,,,,,No,Yes,"$150k-$249,999",30083,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,High school diploma,White,,,,,,,No,No,"$25k-$49,999",30068,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30339,1,0,0,0
5,0,Sports,2,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,65+,Bachelors degree,,,African American,,,,,Yes,No,"$100k-$149,999",30064,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,,,0,0,0,0,0,0,0,Male,Prefer not to answer,Advanced or professional degree,,,African American,,,,,No,No,Prefer not to answer,30087,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30009,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Some college,White,,,,,,,Yes,No,"$150k-$249,999",30064,0,0,1,0
0,,,,0,0,0,0,0,0,0,Male,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30024,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
1,0,Sports,1,1,0,0,0,0,1,0,Male,45-54,Advanced or professional degree,,,African American,,,,,No,Yes,"$150k-$249,999",30213,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Some college,White,,,,,,,Yes,Yes,"$150k-$249,999",30013,1,0,0,0
2,4,First-person shooters,1,0,0,0,0,0,0,0,Male,35-44,High school diploma,White,,,,,,,Yes,Yes,"$50k-$74,999",30134,0,1,0,0
3,1,First-person shooters,3,2,1,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30306,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,Yes,"$50k-$74,999",30017,1,0,0,0
4,1,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30075,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,White,,,,,,,Yes,No,"$75k-$99,999",30305,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,,,African American,,,,,Yes,No,"$150k-$249,999",,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30097,0,1,0,0
1,0,Racing,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,,,African American,,,,,No,No,"$75k-$99,999",30294,0,0,1,0
0,,Sports,1,2,1,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30101,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Other,5,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,,,African American,,,,,Yes,No,"$150k-$249,999",30094,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,,3,3,1,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30066,0,0,1,0
3,1,Sports,,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30014,0,0,1,0
1,1,Sports,3,1,1,0,0,0,0,0,Female,35-44,Bachelors degree,,,African American,,,,,Yes,No,"$100k-$149,999",30078,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
3,1,Sports,3,2,0,0,0,1,0,0,Male,45-54,Some college,,,,,,,Exclusive / Prefer not to answer,No,No,"$75k-$99,999",30281,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,65+,Advanced or professional degree,,,African American,,,,,No,No,"$75k-$99,999",30316,0,1,0,0
0,,Real-time strategy,1,0,0,0,0,0,0,0,Male,65+,Bachelors degree,,,African American,,,,,No,No,"$50k-$74,999",30152,1,0,0,0
1,1,Sports,2,1,1,0,0,0,0,0,Male,55-64,Advanced or professional degree,,,African American,,,,,No,Yes,$250k or more,30326,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,,,African American,,,,,No,No,Prefer not to answer,30310,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Some college,White,,,,,,,Yes,No,Prefer not to answer,,1,0,0,0
0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,High school diploma,White,,,,,,,Yes,No,Prefer not to answer,30281,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,No,No,"$150k-$249,999",30307,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,Hispanic,,,,,,No,No,$250k or more,30080,0,0,1,0
2,1,Role playing game,1,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,Yes,No,"$150k-$249,999",30002,0,0,0,1
